iter	Passed	Remaining
267	1623	4435
268	1628	4425
269	1633	4415
270	1638	4407
271	1643	4398
272	1648	4388
273	1653	4380
274	1658	4372
275	1663	4362
276	1668	4355
277	1673	4345
278	1678	4336
279	1683	4328
280	1688	4319
281	1695	4317
282	1703	4316
283	1714	4322
284	1722	4320
285	1728	4314
286	1733	4305
287	1738	4297
288	1743	4290
289	1749	4283
290	1754	4274
291	1759	4266
292	1764	4258
293	1770	4250
294	1775	4243
295	1779	4233
296	1785	4226
297	1789	4216
298	1795	4210
299	1800	4201
300	1806	4195
301	1812	4188
302	1816	4179
303	1821	4171
304	1828	4165
305	1833	4157
306	1837	4147
307	1842	4140
308	1847	4131
309	1852	4124
310	1858	4117
311	1863	4108
312	1869	4103
313	1875	4096
314	1880	4089
315	1884	4080
316	1890	4073
317	1895	4065
318	1901	4058
319	1906	4051
320	1911	4042
321	1916	4035
322	1921	4028
323	1927	4021
324	1932	4013
325	1936	4004
326	1942	3998
327	1948	3991
328	1953	3984
329	1958	3977
330	1963	3969
331	1968	3961
332	1974	3954
333	1979	3947
334	1985	3941
335	1991	3936
336	1997	3929
337	2003	3924
338	2008	3915
339	2013	3907
340	2018	3900
341	2023	3892
342	2028	3885
343	2033	3878
344	2039	3871
345	2044	3864
346	2048	3854
347	2053	3846
348	2059	3841
349	2064	3833
350	2068	3825
351	2074	3818
352	2078	3810
353	2084	3803
354	2089	3795
355	2095	3790
356	2100	3783
357	2105	3776
358	2110	3769
359	2115	3761
360	2121	3755
361	2126	3747
362	2132	3742
363	2138	3736
364	2143	3728
365	2147	3720
366	2152	3712
367	2156	3702
368	2160	3694
369	2166	3688
370	2171	3681
371	2177	3676
372	2182	3668
373	2188	3662
374	2193	3655
375	2199	3650
376	2204	3643
377	2210	3637
378	2216	3631
379	2221	3624
380	2226	3617
381	2231	3610
382	2237	3604
383	2242	3597
384	2246	3589
385	2252	3582
386	2257	3576
387	2263	3569
388	2267	3561
389	2273	3555
390	2279	3550
391	2284	3543
392	2289	3536
393	2294	3529
394	2299	3522
395	2307	3519
396	2316	3517
397	2321	3511
398	2326	3504
399	2331	3497
400	2336	3490
401	2341	3482
402	2346	3476
403	2351	3469
404	2356	3462
405	2361	3454
406	2366	3448
407	2371	3441
408	2376	3433
409	2381	3427
410	2386	3420
411	2391	3413
412	2396	3406
413	2402	3400
414	2408	3394
415	2413	3388
416	2419	3382
417	2424	3375
418	2429	3368
419	2434	3361
420	2439	3354
421	2444	3348
422	2449	3341
423	2454	3334
424	2460	3328
425	2465	3322
426	2471	3315
427	2476	3309
428	2480	3302
429	2486	3296
430	2493	3291
431	2498	3285
432	2503	3278
433	2509	3272
434	2514	3265
435	2519	3258
436	2524	3252
437	2529	3245
438	2535	3240
439	2541	3234
440	2546	3227
441	2551	3221
442	2556	3214
443	2561	3207
444	2567	3201
445	2572	3195
446	2577	3188
447	2582	3181
448	2587	3175
449	2592	3169
450	2598	3162
451	2603	3156
452	2608	3149
453	2613	3142
454	2618	3136
455	2623	3129
456	2628	3122
457	2633	3116
458	2639	3111
459	2644	3104
460	2650	3099
461	2655	3092
462	2661	3086
463	2666	3080
464	2671	3074
465	2676	3067
466	2681	3060
467	2687	3054
468	2692	3048
469	2697	3041
470	2702	3035
471	2707	3029
472	2712	3022
473	2717	3015
474	2722	3009
475	2727	3002
476	2732	2995
477	2738	2990
478	2743	2983
479	2749	2978
480	2755	2972
481	2760	2966
482	2765	2959
483	2770	2953
484	2775	2947
485	2781	2941
486	2788	2937
487	2794	2931
488	2801	2927
489	2808	2922
490	2814	2917
491	2821	2913
492	2827	2907
493	2832	2901
494	2839	2896
495	2846	2892
496	2851	2885
497	2857	2880
498	2863	2875
499	2870	2870
500	2880	2868
501	2888	2865
502	2895	2860
503	2903	2857
504	2908	2851
505	2915	2846
506	2922	2841
507	2928	2836
508	2933	2830
509	2941	2825
510	2946	2819
511	2953	2814
512	2960	2810
513	2967	2805
514	2974	2801
515	2982	2797
516	2988	2791
517	2995	2787
518	3001	2781
519	3007	2775
520	3012	2769
521	3018	2763
522	3022	2757
523	3029	2751
524	3034	2745
525	3039	2738
526	3045	2733
527	3050	2726
528	3055	2720
529	3061	2714
530	3065	2707
531	3070	2701
532	3075	2695
533	3081	2688
534	3085	2682
535	3091	2675
536	3097	2670
537	3102	2664
538	3106	2657
539	3112	2651
540	3117	2645
541	3122	2638
542	3128	2633
543	3134	2627
544	3139	2621
545	3144	2615
546	3150	2609
547	3155	2602
548	3160	2596
549	3165	2589
550	3170	2583
551	3175	2577
552	3180	2571
553	3185	2564
554	3190	2557
555	3195	2551
556	3200	2545
557	3204	2538
558	3210	2532
559	3215	2526
560	3220	2520
561	3225	2513
562	3230	2507
563	3236	2501
564	3240	2495
565	3246	2489
566	3252	2483
567	3256	2476
568	3262	2470
569	3266	2464
570	3272	2458
571	3277	2452
572	3283	2446
573	3289	2441
574	3294	2434
575	3299	2428
576	3303	2421
577	3308	2415
578	3313	2409
579	3318	2402
580	3323	2397
581	3329	2391
582	3333	2384
583	3339	2379
584	3344	2372
585	3349	2366
586	3353	2359
587	3359	2354
588	3365	2348
589	3371	2342
590	3375	2335
591	3380	2330
592	3387	2324
593	3391	2318
594	3396	2312
595	3401	2305
596	3406	2299
597	3411	2293
598	3416	2287
599	3422	2281
600	3426	2274
601	3431	2268
602	3436	2262
603	3441	2256
604	3447	2250
605	3452	2244
606	3457	2238
607	3463	2232
608	3468	2226
609	3473	2220
610	3478	2214
611	3483	2208
612	3489	2203
613	3494	2196
614	3498	2190
615	3504	2184
616	3508	2177
617	3512	2171
618	3517	2165
619	3522	2159
620	3529	2154
621	3535	2148
622	3539	2142
623	3544	2135
624	3549	2129
625	3554	2123
626	3559	2117
627	3564	2111
628	3569	2105
629	3575	2099
630	3580	2093
631	3585	2087
632	3590	2081
633	3595	2075
634	3600	2069
635	3607	2064
636	3611	2058
637	3616	2051
638	3622	2046
639	3627	2040
640	3632	2034
641	3637	2028
642	3641	2021
643	3647	2016
644	3653	2010
645	3658	2005
646	3663	1998
647	3668	1992
648	3673	1986
649	3679	1981
650	3684	1975
651	3690	1969
652	3695	1963
653	3701	1958
654	3706	1952
655	3711	1946
656	3717	1940
657	3722	1934
658	3727	1928
659	3733	1923
660	3739	1917
661	3743	1911
662	3748	1905
663	3753	1899
664	3759	1893
665	3764	1887
666	3768	1881
667	3773	1875
668	3778	1869
669	3784	1863
670	3788	1857
671	3794	1851
672	3799	1845
673	3804	1840
674	3810	1834
675	3817	1829
676	3823	1823
677	3828	1818
678	3834	1812
679	3839	1806
680	3845	1801
681	3852	1796
682	3860	1791
683	3871	1788
684	3878	1783
685	3888	1779
686	3896	1775
687	3906	1771
688	3917	1768
689	3924	1763
690	3929	1757
691	3939	1753
692	3944	1747
693	3955	1744
694	3961	1738
695	3971	1734
696	3980	1730
697	3991	1726
698	4001	1722
699	4013	1719
700	4045	1725
701	4092	1737
702	4106	1734
703	4113	1729
704	4119	1723
705	4125	1717
706	4132	1712
707	4138	1706
708	4143	1700
709	4148	1694
710	4154	1688
711	4160	1682
712	4165	1676
713	4170	1670
714	4177	1665
715	4182	1659
716	4188	1653
717	4195	1647
718	4200	1641
719	4206	1635
720	4210	1629
721	4216	1623
722	4221	1617
723	4227	1611
724	4233	1605
725	4239	1600
726	4245	1594
727	4251	1588
728	4257	1582
729	4263	1577
730	4269	1571
731	4278	1566
732	4283	1560
733	4288	1554
734	4295	1548
735	4300	1542
736	4305	1536
737	4310	1530
738	4315	1524
739	4321	1518
740	4326	1512
741	4331	1506
742	4337	1500
743	4342	1494
744	4347	1488
745	4353	1482
746	4358	1476
747	4363	1470
748	4368	1463
749	4374	1458
750	4379	1452
751	4384	1446
752	4389	1439
753	4395	1433
754	4400	1427
755	4405	1422
756	4410	1415
757	4416	1409
758	4421	1403
759	4425	1397
760	4430	1391
761	4435	1385
762	4440	1379
763	4448	1374
764	4453	1368
765	4460	1362
766	4464	1356
767	4470	1350
768	4475	1344
769	4480	1338
770	4486	1332
771	4494	1327
772	4499	1321
773	4504	1315
774	4511	1309
775	4516	1303
776	4522	1297
777	4528	1292
778	4533	1286
779	4538	1280
780	4545	1274
781	4550	1268
782	4558	1263
783	4562	1257
784	4566	1250
785	4571	1244
786	4578	1239
787	4583	1233
788	4590	1227
789	4597	1221
790	4601	1215
791	4608	1210
792	4613	1204
793	4618	1198
794	4625	1192
795	4630	1186
796	4634	1180
797	4642	1175
798	4647	1169
799	4651	1162
800	4658	1157
801	4663	1151
802	4668	1145
803	4675	1139
804	4680	1133
805	4685	1127
806	4692	1122
807	4698	1116
808	4706	1111
809	4711	1105
810	4716	1099
811	4723	1093
812	4728	1087
813	4734	1081
814	4741	1076
815	4746	1070
816	4751	1064
817	4757	1058
818	4762	1052
819	4767	1046
820	4774	1040
821	4779	1034
822	4784	1028
823	4791	1023
824	4796	1017
825	4803	1011
826	4808	1005
827	4814	1000
828	4822	994
829	4827	988
830	4833	982
831	4840	977
832	4845	971
833	4851	965
834	4857	959
835	4862	953
836	4868	948
837	4875	942
838	4880	936
839	4887	930
840	4893	925
841	4899	919
842	4905	913
843	4911	907
844	4916	901
845	4924	896
846	4929	890
847	4936	884
848	4942	879
849	4947	873
850	4957	867
851	4962	862
852	4972	856
853	4979	851
854	4988	846
855	4995	840
856	5004	834
857	5013	829
858	5023	824
859	5029	818
860	5040	813
861	5045	807
862	5053	802
863	5063	797
864	5074	791
865	5080	786
866	5089	780
867	5096	774
868	5106	769
869	5112	763
870	5121	758
871	5128	752
872	5137	747
873	5144	741
874	5152	736
875	5160	730
876	5168	724
877	5174	718
878	5179	712
879	5186	707
880	5192	701
881	5199	695
882	5206	689
883	5211	683
884	5218	678
885	5224	672
886	5231	666
887	5237	660
888	5242	654
889	5249	648
890	5253	642
891	5258	636
892	5265	630
893	5269	624
894	5275	618
895	5283	613
896	5288	607
897	5293	601
898	5299	595
899	5304	589
900	5309	583
901	5314	577
902	5319	571
903	5323	565
904	5328	559
905	5334	553
906	5339	547
907	5345	541
908	5349	535
909	5354	529
910	5360	523
911	5366	517
912	5371	511
913	5376	505
914	5382	499
915	5386	493
916	5391	488
917	5396	482
918	5402	476
919	5407	470
920	5413	464
921	5418	458
922	5424	452
923	5428	446
924	5434	440
925	5440	434
926	5445	428
927	5450	422
928	5455	416
929	5461	411
930	5466	405
931	5472	399
932	5477	393
933	5482	387
934	5488	381
935	5493	375
936	5498	369
937	5503	363
938	5509	357
939	5514	352
940	5520	346
941	5525	340
942	5530	334
943	5535	328
944	5540	322
945	5546	316
946	5553	310
947	5558	304
948	5563	298
949	5568	293
950	5574	287
951	5579	281
952	5584	275
953	5591	269
954	5595	263
955	5600	257
956	5607	251
957	5611	245
958	5615	240
959	5620	234
960	5628	228
961	5633	222
962	5638	216
963	5643	210
964	5649	204
965	5655	199
966	5660	193
967	5665	187
968	5670	181
969	5675	175
970	5680	169
971	5685	163
972	5690	157
973	5694	152
974	5700	146
975	5705	140
976	5710	134
977	5715	128
978	5721	122
979	5726	116
980	5731	111
981	5736	105
982	5741	99
983	5747	93
984	5752	87
985	5757	81
986	5763	75
987	5768	70
988	5773	64
989	5778	58
990	5783	52
991	5788	46
992	5794	40
993	5799	35
994	5806	29
995	5811	23
996	5816	17
997	5821	11
998	5827	5
999	5833	0
