iter	RMSE
364	0.1024341119
365	0.1022783923
366	0.1022636215
367	0.1021190124
368	0.102095209
369	0.1020797471
370	0.1020475286
371	0.1020373163
372	0.1020013764
373	0.1019844669
374	0.1019834709
375	0.1019812359
376	0.1018678901
377	0.1018577051
378	0.1018371902
379	0.1016255195
380	0.1016081744
381	0.101543254
382	0.1015087994
383	0.101481591
384	0.1013669325
385	0.1013268531
386	0.101198571
387	0.1011626261
388	0.1010847402
389	0.1010827391
390	0.101082264
391	0.100912386
392	0.1007984045
393	0.100781477
394	0.100688289
395	0.1006775108
396	0.1005825099
397	0.1003717613
398	0.1002870695
399	0.1002696208
400	0.1002077284
401	0.100117438
402	0.1000481012
403	0.09999615826
404	0.09997833218
405	0.09986107246
406	0.09965529391
407	0.09929425302
408	0.09924146741
409	0.09916302476
410	0.09914300478
411	0.09899697158
412	0.09892082154
413	0.09887015628
414	0.09873020226
415	0.09866273382
416	0.09863237611
417	0.09858979111
418	0.0984642716
419	0.09836922961
420	0.0982848051
421	0.0982119851
422	0.09808193813
423	0.09803357591
424	0.09800089659
425	0.09797179247
426	0.09795239023
427	0.09785473862
428	0.09780125606
429	0.09774286783
430	0.09762601631
431	0.09756974215
432	0.09742838357
433	0.09736389489
434	0.09733351311
435	0.09712128193
436	0.09702917926
437	0.09697185268
438	0.09694566543
439	0.09688036873
440	0.09677434937
441	0.09673343163
442	0.09668147397
443	0.09665301514
444	0.09665236139
445	0.09654403233
446	0.09645057566
447	0.09640404428
448	0.09639045455
449	0.09634697348
450	0.09624682327
451	0.09615326982
452	0.09599138429
453	0.09574188991
454	0.095727135
455	0.0957146568
456	0.09567546407
457	0.09560681402
458	0.09556433993
459	0.09555679985
460	0.09550984577
461	0.09540846085
462	0.09523568437
463	0.09522815006
464	0.09515153597
465	0.0950736356
466	0.09500460075
467	0.09492769916
468	0.0948969588
469	0.0948424382
470	0.09475165277
471	0.09472823016
472	0.09472552325
473	0.09467272675
474	0.09466344131
475	0.094628517
476	0.09457724201
477	0.09455154921
478	0.09450716944
479	0.0944061223
480	0.09431261746
481	0.09427122513
482	0.09421983447
483	0.09414950558
484	0.09405525046
485	0.0939224369
486	0.09386948936
487	0.09367671538
488	0.09354277503
489	0.09353240473
490	0.09348161669
491	0.09340565
492	0.09338655648
493	0.09335295921
494	0.09324324962
495	0.09317826698
496	0.09316217335
497	0.09307410781
498	0.09302559205
499	0.09300435717
500	0.09292415606
501	0.09290620087
502	0.092891539
503	0.09287577107
504	0.09282967835
505	0.09282401
506	0.0927932038
507	0.09263589276
508	0.09259964128
509	0.09258264049
510	0.09255763977
511	0.09249064501
512	0.09247841516
513	0.09237096987
514	0.09234060859
515	0.09227990146
516	0.09225441797
517	0.09219081006
518	0.09216777253
519	0.09207575511
520	0.09199837167
521	0.09192972578
522	0.09190219326
523	0.09187626919
524	0.09181042391
525	0.09169477285
526	0.0916890519
527	0.09167788529
528	0.09166929291
529	0.09166063044
530	0.09158913945
531	0.09154794048
532	0.09150868529
533	0.09149765961
534	0.09127766586
535	0.0912208491
536	0.09118023637
537	0.09116794836
538	0.09106979646
539	0.09102649885
540	0.09101643107
541	0.09075770031
542	0.09075160478
543	0.0907374446
544	0.09073727042
545	0.09072951057
546	0.09066892846
547	0.09061565233
548	0.09060079672
549	0.09058041921
550	0.09048407112
551	0.09033230253
552	0.0903017108
553	0.09023865385
554	0.0901786061
555	0.0900842525
556	0.0900694149
557	0.09005627036
558	0.08994361447
559	0.08986161934
560	0.08971649689
561	0.08967288082
562	0.08961836288
563	0.08957154326
564	0.08949416795
565	0.08941215062
566	0.08938263603
567	0.08937827035
568	0.08935368554
569	0.08929690811
570	0.0892068634
571	0.08920325781
572	0.08911639381
573	0.0891085745
574	0.08909436802
575	0.08906925659
576	0.08902266254
577	0.08895670498
578	0.08891415317
579	0.0888756878
580	0.08881525176
581	0.08873843444
582	0.08873156737
583	0.08854990181
584	0.08848615917
585	0.08844254732
586	0.08840655604
587	0.08833129361
588	0.08828704139
589	0.08826181998
590	0.08794312848
591	0.08792299735
592	0.08773842784
593	0.08771685079
594	0.08760423633
595	0.08759534381
596	0.08744935372
597	0.08733222285
598	0.08728372961
599	0.08721029271
600	0.08705352549
601	0.08702272167
602	0.08696166113
603	0.08690875924
604	0.08681216898
605	0.08668419448
606	0.08665231772
607	0.08651869728
608	0.08646404487
609	0.08638873364
610	0.0863580304
611	0.08633015666
612	0.08632801797
613	0.08626517814
614	0.08624823683
615	0.08619834126
616	0.08614752565
617	0.08611669563
618	0.08605327293
619	0.08602657519
620	0.08601693572
621	0.08599608176
622	0.08596737646
623	0.08595437712
624	0.08586729958
625	0.08584356393
626	0.08579753594
627	0.08577139949
628	0.08569366711
629	0.08567069062
630	0.0856527966
631	0.08563486749
632	0.08560488566
633	0.08554506152
634	0.08553283283
635	0.08552517516
636	0.08549084106
637	0.08547353734
638	0.08534379574
639	0.08531047663
640	0.08528419282
641	0.08521853429
642	0.08521485558
643	0.08520162278
644	0.08515016807
645	0.08510803976
646	0.08510274673
647	0.08507722029
648	0.08504636592
649	0.08495186135
650	0.08488051985
651	0.08481710064
652	0.08480681988
653	0.08471540903
654	0.08468962006
655	0.08468476397
656	0.08468446171
657	0.08468301862
658	0.08467279732
659	0.08460287093
660	0.08458053707
661	0.0845143684
662	0.08449602825
663	0.08448526899
664	0.0844649331
665	0.08446011311
666	0.08441236929
667	0.08436151614
668	0.0843334987
669	0.08429436675
670	0.08427975911
671	0.08423870567
672	0.08412506084
673	0.08406359557
674	0.08398957502
675	0.08396819391
676	0.0839631056
677	0.0839201141
678	0.08386847005
679	0.08385323869
680	0.08381171433
681	0.08374857256
682	0.08366226536
683	0.08354682221
684	0.08351103537
685	0.08348972199
686	0.08342712673
687	0.08336544726
688	0.08333116883
689	0.08330533968
690	0.08324705065
691	0.08321796702
692	0.08314968527
693	0.08309953475
694	0.08307429626
695	0.08301698191
696	0.08296703094
697	0.08289693056
698	0.08287338702
699	0.08281843091
700	0.08280812377
701	0.08279988756
702	0.08279494862
703	0.08275446795
704	0.08274508562
705	0.08269667071
706	0.08267349043
707	0.08265504899
708	0.08253563688
709	0.08253479066
710	0.08250781796
711	0.08243387926
712	0.08241728447
713	0.08236049964
714	0.08230885353
715	0.08226840725
716	0.08214672398
717	0.08214254728
718	0.08213778524
719	0.08212639306
720	0.08187986827
721	0.08186507826
722	0.08181931759
723	0.08180010972
724	0.08175413167
725	0.08168452976
726	0.08160703107
727	0.08156642568
728	0.08152128046
729	0.08140160706
730	0.08138181244
731	0.08130874219
732	0.08100342939
733	0.08081705255
734	0.08081179138
735	0.08076750027
736	0.0807170953
737	0.0806971842
738	0.08066036366
739	0.08063639241
740	0.0804943546
741	0.08044013441
742	0.08037125452
743	0.08029499283
744	0.08027009895
745	0.08024019971
746	0.08023824348
747	0.08016952275
748	0.08011106076
749	0.08010451032
750	0.08009512392
751	0.0800717363
752	0.08004785243
753	0.07998713351
754	0.07995616328
755	0.07994841897
756	0.07994620447
757	0.07989937064
758	0.07984559154
759	0.07969878919
760	0.07968659414
761	0.07966617477
762	0.07962749579
763	0.07961994267
764	0.07959618734
765	0.07948917169
766	0.07938416639
767	0.0793534249
768	0.07931555644
769	0.07930489315
770	0.07929437628
771	0.07926363285
772	0.07920042089
773	0.07919903336
774	0.07917102775
775	0.07907309365
776	0.07906055657
777	0.07896351217
778	0.0789372828
779	0.07892474704
780	0.07890219624
781	0.07888796074
782	0.07888424437
783	0.07885034636
784	0.07880630814
785	0.078745364
786	0.07872472556
787	0.07871845148
788	0.07871496374
789	0.07867142803
790	0.07864536432
791	0.07863513133
792	0.07858146224
793	0.07856748273
794	0.07852954174
795	0.0785070317
796	0.07849608104
797	0.07846372695
798	0.07842170887
799	0.07839141487
800	0.07838032575
801	0.07833374907
802	0.07826781718
803	0.0782217496
804	0.07819808236
805	0.07813069037
806	0.07808645318
807	0.07807627597
808	0.07806123901
809	0.07804212342
810	0.07798304637
811	0.07794785058
812	0.07789231987
813	0.07786281035
814	0.07783256993
815	0.07778420974
816	0.0777564216
817	0.07774688692
818	0.07773162384
819	0.07767907754
820	0.07760454604
821	0.07754672671
822	0.07743274639
823	0.0773893142
824	0.0773284035
825	0.07731856637
826	0.07728454414
827	0.07723186925
828	0.07716979733
829	0.07714252166
830	0.0770875429
831	0.07706893881
832	0.07700929628
833	0.07693303023
834	0.07691237374
835	0.07679013321
836	0.07677633263
837	0.07677403888
838	0.07673972975
839	0.07671367523
840	0.07666978542
841	0.07664566127
842	0.07663047039
843	0.07661229532
844	0.0765540681
845	0.07652296653
846	0.07648970236
847	0.0764408932
848	0.0763856033
849	0.07637420399
850	0.07633707121
851	0.07628335946
852	0.07626691717
853	0.07624461827
854	0.07614817956
855	0.07612870018
856	0.07590626376
857	0.07589260303
858	0.07587889468
859	0.0758282859
860	0.07582382965
861	0.07578541835
862	0.07574794153
863	0.07565093539
864	0.07559549169
865	0.07554868393
866	0.07553229837
867	0.07548967798
868	0.07547795642
869	0.0753168687
870	0.07529683022
871	0.07527484599
872	0.07525972475
873	0.07507933008
874	0.07504062947
875	0.07503812807
876	0.0750053003
877	0.07497818881
878	0.07492108765
879	0.07483100005
880	0.07481566536
881	0.07478690362
882	0.07474910345
883	0.07473335488
884	0.07468764089
885	0.07468456897
886	0.07468135362
887	0.07461207534
888	0.07458755415
889	0.0745428007
890	0.07453871416
891	0.07444385024
892	0.07441738101
893	0.07438067419
894	0.0743373708
895	0.07431425992
896	0.07430684964
897	0.0742891851
898	0.07425968148
899	0.07423771192
900	0.07419090021
901	0.07412354146
902	0.07408331933
903	0.07407141922
904	0.07401790352
905	0.07395197515
906	0.07395059276
907	0.07394266291
908	0.07387717835
909	0.07385888008
910	0.07383444981
911	0.07378336585
912	0.07372005534
913	0.07368200266
914	0.0736503374
915	0.07363173936
916	0.07359990386
917	0.0735086514
918	0.07350829112
919	0.07348027865
920	0.07346977933
921	0.07345182724
922	0.07345094614
923	0.07342587729
924	0.07342065017
925	0.07341670958
926	0.07339227728
927	0.0733821123
928	0.07331836972
929	0.07330736025
930	0.07327227937
931	0.07325495582
932	0.07321260818
933	0.07317330431
934	0.07313230209
935	0.07311404384
936	0.07304017515
937	0.0730093146
938	0.07297585006
939	0.07294204025
940	0.07289337354
941	0.072892394
942	0.07284651737
943	0.07284405497
944	0.07283874874
945	0.07281095511
946	0.07276409028
947	0.07270559157
948	0.07268023188
949	0.07264129181
950	0.0726199586
951	0.07260845502
952	0.07254293156
953	0.07251321641
954	0.07243369345
955	0.07237729833
956	0.07236424449
957	0.072312052
958	0.07230191549
959	0.07211101164
960	0.07210238035
961	0.0720710325
962	0.07206429767
963	0.07201857276
964	0.07200359914
965	0.07199072126
966	0.07196181076
967	0.07194393467
968	0.07184643639
969	0.07182800783
970	0.07177986748
971	0.07172581892
972	0.0716795471
973	0.07165142953
974	0.07163806329
975	0.07160419251
976	0.07159110919
977	0.07156181874
978	0.07153882714
979	0.07153077331
980	0.07151280996
981	0.07150721121
982	0.07146699962
983	0.07139632178
984	0.0713716048
985	0.07135888758
986	0.07134947008
987	0.07134762378
988	0.07127864933
989	0.07120837402
990	0.07120220987
991	0.07119644316
992	0.07117849101
993	0.07117374192
994	0.07110814964
995	0.07109075163
996	0.07108664555
997	0.0710147011
998	0.0709705369
999	0.07090643464
