iter	RMSE
203	0.1989720847
204	0.1985014485
205	0.1980203425
206	0.1975699909
207	0.1970785192
208	0.1966333419
209	0.1962027296
210	0.1957450106
211	0.1952833847
212	0.1948324369
213	0.1944336296
214	0.1939736827
215	0.1935405753
216	0.1930810358
217	0.1926671724
218	0.1922298467
219	0.1917891909
220	0.1913975781
221	0.1909341757
222	0.1905117316
223	0.1900892999
224	0.1896996367
225	0.1893152972
226	0.1888927513
227	0.1884925334
228	0.1881195531
229	0.1877192489
230	0.1873071343
231	0.1869217424
232	0.1865356869
233	0.186166307
234	0.1858013747
235	0.1853723309
236	0.1849633906
237	0.1845704737
238	0.1842193686
239	0.1838486017
240	0.183489185
241	0.1831359735
242	0.1828077085
243	0.1824371882
244	0.1820916248
245	0.1817391792
246	0.1813700283
247	0.1810455263
248	0.1807083844
249	0.1803557438
250	0.1800238567
251	0.1796203731
252	0.1792883561
253	0.1789170998
254	0.1785802956
255	0.1782677179
256	0.1779307952
257	0.1776092846
258	0.177295925
259	0.1769579008
260	0.176643694
261	0.1763469477
262	0.1760257804
263	0.1757159614
264	0.175416728
265	0.1750797505
266	0.1747716302
267	0.174471007
268	0.1741529446
269	0.1738195454
270	0.1735016724
271	0.1731988585
272	0.1728947691
273	0.1726154619
274	0.1723017172
275	0.1719772394
276	0.1716729932
277	0.1713533609
278	0.1710666512
279	0.1707893502
280	0.1705066974
281	0.1701942968
282	0.1698960628
283	0.1695961202
284	0.1693108037
285	0.1690260287
286	0.1687471511
287	0.1684780748
288	0.1681764024
289	0.1679324058
290	0.1676536731
291	0.1673938578
292	0.1671272852
293	0.166846366
294	0.1665271584
295	0.1662651589
296	0.1659964276
297	0.1657326069
298	0.1654646291
299	0.1652056497
300	0.1649877359
301	0.1647483694
302	0.1644958902
303	0.1642639114
304	0.1640326974
305	0.1637627417
306	0.1635281237
307	0.1632664738
308	0.1630141521
309	0.162756715
310	0.1625185368
311	0.1623088906
312	0.1620213641
313	0.1617825974
314	0.1615740762
315	0.1613616293
316	0.1611124123
317	0.1608526558
318	0.1606150255
319	0.160379336
320	0.1601602339
321	0.1599253347
322	0.1596900194
323	0.1594511142
324	0.159216282
325	0.1589316135
326	0.1587127961
327	0.1585051288
328	0.1583259302
329	0.1581077862
330	0.1579009381
331	0.1576851871
332	0.1574545888
333	0.1572772236
334	0.157085769
335	0.1568850691
336	0.1566710961
337	0.1564692696
338	0.1562680825
339	0.1560438606
340	0.1558129113
341	0.1556076111
342	0.1554298992
343	0.1552375964
344	0.1550370377
345	0.1548330579
346	0.1546367652
347	0.1544004472
348	0.1542204756
349	0.1540244201
350	0.1538039191
351	0.1536218902
352	0.1534491743
353	0.1532553886
354	0.1530389814
355	0.1528520488
356	0.152645205
357	0.1524530906
358	0.1522743553
359	0.1520813802
360	0.1519023288
361	0.1517327879
362	0.1515730102
363	0.1513497642
364	0.1511827233
365	0.1509798093
366	0.1508029265
367	0.1506238085
368	0.1504609958
369	0.150303255
370	0.1501262272
371	0.1499686594
372	0.1497743149
373	0.1495914564
374	0.1494255795
375	0.149256722
376	0.1491062145
377	0.1489265572
378	0.1487665541
379	0.1486194232
380	0.1484599956
381	0.148303851
382	0.1481437679
383	0.1479833307
384	0.1478361961
385	0.1476960303
386	0.1475448456
387	0.1473931758
388	0.1471980319
389	0.1470394924
390	0.1468712095
391	0.1467023039
392	0.1465492975
393	0.1463985308
394	0.1462180464
395	0.1460654731
396	0.145928658
397	0.1457757449
398	0.1456181968
399	0.1454655484
400	0.1452913579
401	0.145133926
402	0.1450031077
403	0.1448717042
404	0.1447432267
405	0.1445978003
406	0.1444569407
407	0.1443107971
408	0.1441638746
409	0.1440315165
410	0.1438866543
411	0.1437612808
412	0.1436414383
413	0.143536082
414	0.1434162538
415	0.1432775517
416	0.1431339424
417	0.1430139118
418	0.1428844674
419	0.1427284956
420	0.1425762178
421	0.1424353161
422	0.1423006396
423	0.1421843564
424	0.1420581507
425	0.1419298076
426	0.1417922331
427	0.1416573368
428	0.1415291708
429	0.1413989837
430	0.1412559442
431	0.1411173631
432	0.1410130367
433	0.1408978015
434	0.1407663929
435	0.1406552148
436	0.1405773789
437	0.1404310709
438	0.1403039948
439	0.1401749246
440	0.1400434172
441	0.1399122302
442	0.1397768841
443	0.1396436266
444	0.1395167892
445	0.1393753024
446	0.1392471039
447	0.1391233177
448	0.1389993061
449	0.1388929857
450	0.1387815875
451	0.1386419887
452	0.1385023273
453	0.1383974462
454	0.1382772847
455	0.1381603797
456	0.1380430633
457	0.1379530227
458	0.1378366169
459	0.1377406672
460	0.1376408807
461	0.1375176077
462	0.1374118805
463	0.137311501
464	0.1372016322
465	0.1371094814
466	0.1370157894
467	0.136903611
468	0.1368443486
469	0.1367331836
470	0.1365864434
471	0.1364891457
472	0.1363818743
473	0.1362758108
474	0.1361789792
475	0.1360576749
476	0.1359522997
477	0.1358307408
478	0.1357408857
479	0.1356462237
480	0.135551114
481	0.1354349313
482	0.135334552
483	0.1352198359
484	0.1351185763
485	0.1350180214
486	0.1349208636
487	0.1348252623
488	0.1347274016
489	0.1346525471
490	0.1345656963
491	0.1344646822
492	0.1343746765
493	0.1342773725
494	0.1341763647
495	0.1340769331
496	0.1339748227
497	0.1338914897
498	0.1337927199
499	0.1336940473
500	0.1335988326
501	0.1335021141
502	0.1333988544
503	0.1333047168
504	0.1332180595
505	0.133134002
506	0.1330499759
507	0.1329628435
508	0.1328832688
509	0.1327989569
510	0.1327115635
511	0.1326544285
512	0.132584283
513	0.1324974946
514	0.1324155207
515	0.1323265485
516	0.1322411747
517	0.1321605977
518	0.1320545845
519	0.1319718481
520	0.1318946725
521	0.1318188789
522	0.1317292727
523	0.1316470457
524	0.1315651568
525	0.1314767264
526	0.1313955491
527	0.1313297279
528	0.1312498604
529	0.1311715785
530	0.131093892
531	0.1310071401
532	0.1309295919
533	0.13084992
534	0.1307578036
535	0.1306586044
536	0.130561594
537	0.1304777194
538	0.1303987524
539	0.130316937
540	0.1302344452
541	0.1301656898
542	0.1300689585
543	0.1299872802
544	0.1299114282
545	0.1298339018
546	0.1297701948
547	0.1296959856
548	0.1296144828
549	0.1295468696
550	0.1294751719
551	0.1293939191
552	0.1293206198
553	0.1292570445
554	0.1291881622
555	0.1290994324
556	0.1290276381
557	0.1289536317
558	0.1288833699
559	0.1288165501
560	0.1287533996
561	0.1286814283
562	0.1285998493
563	0.1285246192
564	0.1284621291
565	0.1283918199
566	0.1283177048
567	0.1282630289
568	0.1281976389
569	0.1281200463
570	0.1280541483
571	0.1279928333
572	0.1279318869
573	0.1278503669
574	0.1277808467
575	0.1277071368
576	0.1276318292
577	0.1275663002
578	0.1274918266
579	0.1274169044
580	0.1273594958
581	0.1272960757
582	0.1272309177
583	0.1271693472
584	0.1270975198
585	0.1270448039
586	0.1269697004
587	0.1268924122
588	0.1268253155
589	0.1267543443
590	0.1266758544
591	0.1266085361
592	0.1265568005
593	0.1265004715
594	0.1264459307
595	0.1263796201
596	0.1263127621
597	0.1262360427
598	0.1261793897
599	0.126114117
600	0.12606528
601	0.1260107109
602	0.1259561505
603	0.1259119695
604	0.1258467243
605	0.1257854233
606	0.125725079
607	0.1256848121
608	0.1255996162
609	0.1255451923
610	0.1254786044
611	0.125425863
612	0.1253783372
613	0.1253158233
614	0.1252506313
615	0.1251871615
616	0.1251228079
617	0.1250640099
618	0.1249859193
619	0.1249312437
620	0.1248722579
621	0.1248201853
622	0.1247581095
623	0.1246997563
624	0.1246480884
625	0.124599242
626	0.1245350515
627	0.1244676932
628	0.1244176061
629	0.1243726184
630	0.1243150261
631	0.1242504084
632	0.1241844326
633	0.1241256727
634	0.1240667103
635	0.1240152815
636	0.1239664373
637	0.1239221194
638	0.1238589276
639	0.1238085223
640	0.1237608503
641	0.1236932709
642	0.1236424114
643	0.1235648339
644	0.123513186
645	0.1234678327
646	0.1234057466
647	0.1233517857
648	0.1233053295
649	0.1232573116
650	0.1231955629
651	0.1231345114
652	0.1230907066
653	0.1230382627
654	0.1229869163
655	0.1229408125
656	0.1228910469
657	0.1228248374
658	0.1227811587
659	0.1227205981
660	0.1226733792
661	0.1226099825
662	0.122565358
663	0.1225101693
664	0.1224617456
665	0.1224156486
666	0.1223592201
667	0.122312924
668	0.1222552679
669	0.1222054198
670	0.1221513845
671	0.1221086801
672	0.1220583953
673	0.1220147699
674	0.1219639365
675	0.1219117337
676	0.121870515
677	0.1218194537
678	0.1217727469
679	0.1217236033
680	0.1216795272
681	0.1216325653
682	0.1215731722
683	0.1215139791
684	0.1214787631
685	0.1214313308
686	0.1213662398
687	0.121330154
688	0.1212813675
689	0.1212401575
690	0.1212125325
691	0.1211711575
692	0.1211229011
693	0.1210731137
694	0.121034655
695	0.1209882072
696	0.1209371127
697	0.1208940178
698	0.1208423169
699	0.1207909352
700	0.1207303896
701	0.1206848222
702	0.1206371207
703	0.1205977791
704	0.1205513558
705	0.1205148935
706	0.1204746798
707	0.1204107478
708	0.12037285
709	0.1203279287
710	0.1202891849
711	0.1202342956
712	0.1201883152
713	0.1201500605
714	0.1201080412
715	0.1200469028
716	0.1200047614
717	0.1199644076
718	0.1199133248
719	0.1198635593
720	0.1198235433
721	0.1197829537
722	0.1197491132
723	0.1197063766
724	0.1196730436
725	0.1196354359
726	0.1195960865
727	0.1195573754
728	0.1195218752
729	0.1194859843
730	0.1194510167
731	0.1194066064
732	0.1193702375
733	0.1193351865
734	0.1192974769
735	0.1192557698
736	0.1192147814
737	0.1191747379
738	0.119140082
739	0.1191025062
740	0.1190718338
741	0.1190476664
742	0.1190037187
743	0.1189719439
744	0.1189364597
745	0.1188926945
746	0.1188558051
747	0.1188082968
748	0.1187790105
749	0.1187453423
750	0.1187048682
751	0.1186555814
752	0.1186297475
753	0.1186017369
754	0.1185559892
755	0.1185103249
756	0.1184675059
757	0.1184276814
758	0.1183904068
759	0.1183718351
760	0.1183414675
761	0.1183088593
762	0.1182780726
763	0.1182464741
764	0.1182084204
765	0.1181797125
766	0.1181428711
767	0.1181026072
768	0.1180639081
769	0.1180348747
770	0.1180035679
771	0.1179714528
772	0.1179395739
773	0.1179095727
774	0.1178696646
775	0.1178334341
776	0.1177986088
777	0.117765038
778	0.1177125618
779	0.1176651342
780	0.1176378842
781	0.1176032957
782	0.1175651476
783	0.1175353398
784	0.1175023655
785	0.1174660038
786	0.1174273098
787	0.1173903789
788	0.1173436419
789	0.1173111151
790	0.1172780133
791	0.1172320821
792	0.1172028749
793	0.117172661
794	0.1171442483
795	0.1171048784
796	0.1170872397
797	0.1170578675
798	0.1170228882
799	0.1170035927
800	0.116970355
801	0.1169278269
802	0.1168983703
803	0.116865082
804	0.1168363489
805	0.11680757
806	0.1167584717
807	0.1167368047
808	0.1167064086
809	0.1166715147
810	0.1166409255
811	0.1166097469
812	0.1165794647
813	0.1165510119
814	0.1165188915
815	0.1164779019
816	0.1164460629
817	0.1164125601
818	0.1163841756
819	0.1163436713
820	0.1163122782
821	0.1162822102
822	0.1162507488
823	0.116209532
824	0.1161773706
825	0.1161394083
826	0.1160993566
827	0.1160697866
828	0.1160390331
829	0.1160062882
830	0.1159739103
831	0.1159499961
832	0.1159164008
833	0.1158792386
834	0.1158508398
835	0.1158180152
836	0.1157807505
837	0.1157457534
838	0.1157104909
839	0.1156838093
840	0.1156494519
841	0.115616236
842	0.1155794198
843	0.1155506738
844	0.1155272715
845	0.1154981187
846	0.1154639919
847	0.1154271595
848	0.1153942065
849	0.115359508
850	0.1153379669
851	0.1153137349
852	0.1152755691
853	0.1152441672
854	0.1152147655
855	0.1151819815
856	0.115147174
857	0.1151277032
858	0.1151051283
859	0.1150777281
860	0.1150329655
861	0.1150071016
862	0.1149674485
863	0.1149415937
864	0.1149086704
865	0.1148890672
866	0.1148524867
867	0.1148288618
868	0.1147983699
869	0.114767993
870	0.1147371
871	0.1147037333
872	0.1146794091
873	0.1146536644
874	0.1146192771
875	0.1145908774
876	0.1145580975
877	0.1145339151
878	0.1145032688
879	0.1144734332
880	0.1144412036
881	0.114403905
882	0.1143731483
883	0.1143383041
884	0.1143119673
885	0.1142896429
886	0.1142632007
887	0.1142331399
888	0.1142006118
889	0.1141661709
890	0.1141380651
891	0.1140979552
892	0.1140607529
893	0.1140377919
894	0.1140039253
895	0.1139748515
896	0.1139498687
897	0.1139254719
898	0.1138982654
899	0.1138761921
900	0.1138419466
901	0.1138117964
902	0.1137862159
903	0.1137575335
904	0.1137291185
905	0.1136993432
906	0.1136752334
907	0.113641578
908	0.1136258175
909	0.1136003292
910	0.1135728846
911	0.1135320273
912	0.1135038284
913	0.1134749729
914	0.1134572584
915	0.1134379796
916	0.1134075834
917	0.1133878356
918	0.1133704053
919	0.1133407359
920	0.1133126834
921	0.1132845814
922	0.1132562064
923	0.1132438738
924	0.113217359
925	0.1131854181
926	0.1131619837
927	0.1131357003
928	0.1131129232
929	0.113104132
930	0.1130818116
931	0.1130411048
932	0.1130190417
933	0.1129938865
934	0.1129591309
935	0.1129327104
936	0.1129014031
937	0.1128715168
938	0.112844793
939	0.1128286888
940	0.112803501
941	0.1127782452
942	0.1127569946
943	0.1127211627
944	0.1127023816
945	0.1126760136
946	0.1126572961
947	0.112629258
948	0.1125993594
949	0.1125774119
950	0.1125581803
951	0.1125336921
952	0.1125068089
953	0.112485287
954	0.1124588147
955	0.1124334529
956	0.1123958185
957	0.112378001
958	0.1123575285
959	0.1123401705
960	0.1123113375
961	0.1122802808
962	0.1122590969
963	0.1122309789
964	0.1122003272
965	0.112170189
966	0.112144041
967	0.1121224676
968	0.1120964404
969	0.1120623289
970	0.1120447273
971	0.1120144986
972	0.1119940994
973	0.1119741767
974	0.1119518412
975	0.1119263153
976	0.1118985829
977	0.1118824104
978	0.111857248
979	0.1118313973
980	0.1118040108
981	0.1117820776
982	0.1117564855
983	0.111729293
984	0.1117126465
985	0.1116840294
986	0.1116618375
987	0.1116402014
988	0.11162053
989	0.1116025971
990	0.1115835404
991	0.1115587331
992	0.1115311182
993	0.11149542
994	0.1114654996
995	0.1114404485
996	0.1114151513
997	0.1113847907
998	0.1113624161
999	0.1113372871
1000	0.1113212726
1001	0.1112878528
1002	0.1112686509
1003	0.1112426582
1004	0.1112190238
1005	0.1112016864
1006	0.111186524
1007	0.1111687559
1008	0.1111488522
1009	0.1111266237
1010	0.1110938884
1011	0.1110683753
1012	0.1110438991
1013	0.1110137014
1014	0.1109841005
1015	0.1109586043
1016	0.1109398798
1017	0.1109087147
1018	0.1108773172
1019	0.1108496669
1020	0.1108308899
1021	0.1108097352
1022	0.1107952272
1023	0.1107721929
1024	0.1107466398
1025	0.1107202264
1026	0.1107006147
1027	0.1106766849
1028	0.1106606274
1029	0.1106379854
1030	0.1106170441
1031	0.1105847728
1032	0.110566074
1033	0.1105285096
1034	0.1105058417
1035	0.1104698207
1036	0.1104511504
1037	0.1104309435
1038	0.1103984634
1039	0.1103669787
1040	0.1103462946
1041	0.1103215309
1042	0.1102865141
1043	0.1102745097
1044	0.1102399597
1045	0.1102105009
1046	0.110182585
1047	0.1101493191
1048	0.1101303349
1049	0.1101065162
1050	0.1100705158
1051	0.110049651
1052	0.1100268274
1053	0.110009711
1054	0.1099893
1055	0.1099429251
1056	0.1099116257
1057	0.1098903143
1058	0.1098724823
1059	0.1098515438
1060	0.1098275476
1061	0.1097841026
1062	0.1097626043
1063	0.1097410032
1064	0.1097134705
1065	0.1096926715
1066	0.1096637877
1067	0.1096398967
1068	0.1096182802
1069	0.109594612
1070	0.1095763863
1071	0.1095498805
1072	0.1095243975
1073	0.109491081
1074	0.1094648768
1075	0.1094286364
1076	0.1094021728
1077	0.1093814159
1078	0.1093530337
1079	0.1093330427
1080	0.1093087182
1081	0.1092795589
1082	0.109246874
1083	0.1092240641
1084	0.1091992613
1085	0.1091757394
1086	0.1091571237
1087	0.1091293038
1088	0.1091099599
1089	0.1090973582
1090	0.1090800028
1091	0.1090597078
1092	0.1090416866
1093	0.10902417
1094	0.1090030493
1095	0.1089851267
1096	0.1089551313
1097	0.1089259929
1098	0.1089000154
1099	0.1088784238
1100	0.1088543893
1101	0.1088334858
1102	0.1088146499
1103	0.1088079259
1104	0.1087909637
1105	0.1087773798
1106	0.1087473066
1107	0.1087210692
1108	0.1086973987
1109	0.1086769922
1110	0.1086578348
1111	0.1086207605
1112	0.1085930774
1113	0.1085756781
1114	0.1085467233
1115	0.1085203867
1116	0.1084932761
1117	0.108472739
1118	0.1084488785
1119	0.1084163166
1120	0.1084070194
1121	0.1083716021
1122	0.1083518061
1123	0.1083345143
1124	0.1083126237
1125	0.1082882208
1126	0.1082768113
1127	0.1082553907
1128	0.1082371087
1129	0.108215256
1130	0.1081943578
1131	0.1081637542
1132	0.1081393498
1133	0.1081247882
1134	0.1081076715
1135	0.108087258
1136	0.1080643643
1137	0.1080417031
1138	0.1080188849
1139	0.10798881
1140	0.1079650713
1141	0.1079358221
1142	0.1079147218
1143	0.1078970274
1144	0.1078800018
1145	0.1078604664
1146	0.107844108
1147	0.1078160082
1148	0.107802111
1149	0.1077870183
1150	0.1077655984
1151	0.1077439724
1152	0.1077210684
1153	0.1076945197
1154	0.1076731265
1155	0.1076451467
1156	0.1076234806
1157	0.1076021195
1158	0.1075818286
1159	0.1075599456
1160	0.1075390839
1161	0.1075154212
1162	0.1074935708
1163	0.1074764087
1164	0.107451822
1165	0.1074294883
1166	0.1073932685
1167	0.1073689031
1168	0.1073424952
1169	0.1073229948
1170	0.1073004957
1171	0.107276378
1172	0.1072517705
1173	0.1072318802
1174	0.1071999412
1175	0.1071695509
1176	0.1071428248
1177	0.1071199557
1178	0.1070953
1179	0.1070750386
1180	0.1070554913
1181	0.1070257612
1182	0.1070026716
1183	0.1069848724
1184	0.1069656792
1185	0.1069421567
1186	0.1069174238
1187	0.1068939165
1188	0.1068775949
1189	0.1068534084
1190	0.1068378429
1191	0.106814797
1192	0.1067959369
1193	0.1067743556
1194	0.1067531139
1195	0.1067272298
1196	0.1066980451
1197	0.1066746594
1198	0.10665379
1199	0.1066370392
1200	0.1066031904
1201	0.1065827731
1202	0.1065562401
1203	0.1065347872
1204	0.1065069377
1205	0.1064737707
1206	0.1064518331
1207	0.1064325694
1208	0.1064114047
1209	0.1063931332
1210	0.1063746234
1211	0.106358667
1212	0.1063388193
1213	0.106320913
1214	0.1062979838
1215	0.1062710489
1216	0.106253902
1217	0.1062356839
1218	0.1062085276
1219	0.1061900231
1220	0.1061650913
1221	0.1061406461
1222	0.1061275281
1223	0.1061075193
1224	0.1060815814
1225	0.1060613829
1226	0.1060408166
1227	0.1060168703
1228	0.1059950061
1229	0.1059837477
1230	0.1059615792
1231	0.1059373766
1232	0.1059090533
1233	0.1058757143
1234	0.1058498095
1235	0.1058275764
1236	0.1057977729
1237	0.1057785532
1238	0.1057484884
1239	0.1057363269
1240	0.1057119904
1241	0.1056912902
1242	0.1056758139
1243	0.1056558582
1244	0.1056333984
1245	0.1055991675
1246	0.1055788104
1247	0.1055586213
1248	0.1055311564
1249	0.1055214536
1250	0.105500768
1251	0.1054755633
1252	0.1054549637
1253	0.1054514596
1254	0.105423693
1255	0.1054092466
1256	0.1053900472
1257	0.1053676532
1258	0.1053438543
1259	0.105326112
1260	0.1053053081
1261	0.1052820511
1262	0.1052692586
1263	0.1052459956
1264	0.105225672
1265	0.1052027457
1266	0.1051817508
1267	0.105165307
1268	0.1051449201
1269	0.1051161479
1270	0.1050925246
1271	0.1050710652
1272	0.1050625243
1273	0.1050419476
1274	0.1050109347
1275	0.1049828796
1276	0.1049580109
1277	0.1049403049
1278	0.104918388
1279	0.1048934052
1280	0.1048726838
1281	0.1048542521
1282	0.1048305209
1283	0.1048103759
1284	0.1047913691
1285	0.104765976
1286	0.1047483925
1287	0.1047161361
1288	0.1046966807
1289	0.1046725146
1290	0.1046458943
1291	0.1046256421
1292	0.104609882
1293	0.1045987014
1294	0.1045748871
1295	0.1045465137
1296	0.1045090892
1297	0.1044946075
1298	0.1044786969
1299	0.1044513847
1300	0.1044281627
1301	0.1044100858
1302	0.1043862531
1303	0.1043679215
1304	0.1043516642
1305	0.10433135
1306	0.1043176474
1307	0.1042928556
1308	0.1042726894
1309	0.1042564378
1310	0.1042344131
1311	0.1042164791
1312	0.1041870909
1313	0.1041688746
1314	0.1041553522
1315	0.1041345991
1316	0.1041149863
1317	0.1040879468
1318	0.1040708134
1319	0.1040529797
1320	0.1040290568
1321	0.1039938574
1322	0.1039824277
1323	0.103965632
1324	0.1039529039
1325	0.1039367434
1326	0.1039147207
1327	0.1038862543
1328	0.1038701993
1329	0.1038477789
1330	0.1038385331
1331	0.1038107107
1332	0.1037849679
1333	0.1037691577
1334	0.1037544206
1335	0.1037279577
1336	0.1037074137
1337	0.1036920395
1338	0.1036668253
1339	0.10365417
1340	0.1036349204
1341	0.1036173745
1342	0.1035963136
1343	0.1035742013
1344	0.1035551352
1345	0.1035340471
1346	0.1035054017
1347	0.1034848409
1348	0.1034593641
1349	0.1034333723
1350	0.1034065895
1351	0.1033666045
1352	0.1033422154
1353	0.1033112412
1354	0.1032948293
1355	0.1032831197
1356	0.1032575651
1357	0.1032368249
1358	0.103221635
1359	0.1032069994
1360	0.1031719698
1361	0.1031362014
1362	0.1031149475
1363	0.1030980957
1364	0.1030726848
1365	0.1030372472
1366	0.1030171451
1367	0.1030095454
1368	0.1029764559
1369	0.1029508052
1370	0.1029327129
1371	0.1029079224
1372	0.10288672
1373	0.1028681202
1374	0.1028480055
1375	0.1028267465
1376	0.1028040292
1377	0.1027864295
1378	0.1027707313
1379	0.1027485472
1380	0.1027222119
1381	0.1027036148
1382	0.1026840865
1383	0.1026609824
1384	0.1026413024
1385	0.1026262911
1386	0.1025890369
1387	0.1025637931
1388	0.1025425388
1389	0.1025160904
1390	0.1024954498
1391	0.1024863844
1392	0.1024673487
1393	0.1024480166
1394	0.102421778
1395	0.1024075493
1396	0.1023742775
1397	0.1023494923
1398	0.1023268148
1399	0.102306583
1400	0.1022915037
1401	0.1022743446
1402	0.1022495541
1403	0.1022118192
1404	0.1021970986
1405	0.1021602081
1406	0.1021441605
1407	0.1021275973
1408	0.1021055154
1409	0.1020860859
1410	0.102063434
1411	0.1020473658
1412	0.1020315157
1413	0.1020084601
1414	0.1019889948
1415	0.1019744514
1416	0.1019427418
1417	0.1019243478
1418	0.1018991621
1419	0.1018711412
1420	0.1018445651
1421	0.1018227521
1422	0.1018045351
1423	0.1017733812
1424	0.1017501744
1425	0.1017279397
1426	0.101707035
1427	0.1016868626
1428	0.1016652637
1429	0.1016329426
1430	0.1016129874
1431	0.1015937592
1432	0.1015736013
1433	0.1015513878
1434	0.1015309195
1435	0.101498048
1436	0.1014576663
1437	0.1014349686
1438	0.1014172965
1439	0.1013850643
1440	0.1013661909
1441	0.1013455646
1442	0.1013135317
1443	0.1012967616
1444	0.1012699547
1445	0.1012498036
1446	0.1012413102
1447	0.1012217009
1448	0.1011992204
1449	0.1011762491
1450	0.1011525495
1451	0.1011230443
1452	0.1010924313
1453	0.1010668593
1454	0.1010455608
1455	0.101031165
1456	0.1010170562
1457	0.1010062061
1458	0.1009858157
1459	0.1009684556
1460	0.1009481888
1461	0.1009260544
1462	0.1009010197
1463	0.1008700532
1464	0.1008563963
1465	0.1008332545
1466	0.1008196389
1467	0.1008044635
1468	0.1007729992
1469	0.1007447325
1470	0.1007237756
1471	0.1007083065
1472	0.1006818091
1473	0.100658525
1474	0.1006329375
1475	0.1006182849
1476	0.100599916
1477	0.1005849903
1478	0.1005439234
1479	0.1005247637
1480	0.1004919291
1481	0.1004807999
1482	0.1004630522
1483	0.1004452358
1484	0.100410994
1485	0.1003864882
1486	0.1003680948
1487	0.1003531685
1488	0.1003354045
1489	0.10031639
1490	0.1002994926
1491	0.1002778615
1492	0.1002637746
1493	0.100246561
1494	0.1002282557
1495	0.1002115811
1496	0.1001921176
1497	0.1001735486
1498	0.1001539339
1499	0.1001191749
1500	0.1001021564
1501	0.1000815274
1502	0.1000585912
1503	0.1000399214
1504	0.1000022747
1505	0.09998965407
1506	0.09995856368
1507	0.09993498885
1508	0.09992132249
1509	0.09990057006
1510	0.09987691687
