iter	Passed	Remaining
1061	695	5849
1062	695	5847
1063	696	5846
1064	696	5844
1065	697	5842
1066	697	5842
1067	698	5843
1068	699	5845
1069	700	5844
1070	700	5844
1071	701	5842
1072	701	5840
1073	702	5839
1074	703	5837
1075	703	5835
1076	704	5833
1077	704	5831
1078	705	5829
1079	705	5827
1080	706	5826
1081	706	5827
1082	707	5825
1083	708	5825
1084	708	5824
1085	709	5822
1086	710	5822
1087	710	5821
1088	711	5820
1089	712	5820
1090	712	5818
1091	713	5818
1092	713	5816
1093	714	5816
1094	715	5816
1095	715	5815
1096	716	5814
1097	717	5813
1098	717	5811
1099	718	5809
1100	718	5808
1101	719	5805
1102	719	5804
1103	719	5801
1104	720	5799
1105	720	5797
1106	721	5796
1107	722	5796
1108	722	5794
1109	723	5793
1110	723	5791
1111	724	5790
1112	725	5789
1113	725	5788
1114	726	5786
1115	726	5786
1116	727	5784
1117	727	5782
1118	728	5781
1119	729	5780
1120	729	5779
1121	730	5777
1122	730	5775
1123	731	5773
1124	731	5771
1125	732	5770
1126	732	5768
1127	733	5767
1128	733	5766
1129	734	5765
1130	735	5764
1131	735	5763
1132	736	5764
1133	737	5762
1134	737	5761
1135	738	5761
1136	738	5760
1137	739	5760
1138	740	5758
1139	740	5756
1140	741	5755
1141	741	5753
1142	742	5753
1143	742	5751
1144	743	5750
1145	744	5750
1146	744	5748
1147	745	5750
1148	746	5749
1149	746	5747
1150	747	5748
1151	748	5748
1152	749	5748
1153	749	5748
1154	750	5748
1155	751	5747
1156	751	5746
1157	752	5745
1158	753	5744
1159	753	5742
1160	753	5740
1161	754	5738
1162	754	5736
1163	755	5733
1164	755	5732
1165	756	5730
1166	756	5728
1167	757	5726
1168	757	5725
1169	758	5723
1170	758	5722
1171	759	5720
1172	759	5718
1173	760	5717
1174	760	5715
1175	761	5713
1176	761	5711
1177	762	5709
1178	763	5708
1179	763	5708
1180	764	5706
1181	764	5704
1182	765	5702
1183	765	5700
1184	766	5698
1185	766	5696
1186	767	5694
1187	767	5693
1188	768	5691
1189	768	5691
1190	769	5692
1191	770	5694
1192	771	5693
1193	771	5693
1194	772	5694
1195	773	5693
1196	773	5691
1197	774	5689
1198	774	5687
1199	775	5686
1200	775	5685
1201	776	5684
1202	777	5683
1203	777	5681
1204	778	5681
1205	778	5680
1206	779	5678
1207	779	5676
1208	780	5675
1209	781	5674
1210	781	5672
1211	782	5670
1212	782	5669
1213	783	5669
1214	784	5668
1215	784	5667
1216	785	5667
1217	785	5666
1218	786	5665
1219	787	5664
1220	787	5663
1221	788	5661
1222	788	5659
1223	789	5658
1224	789	5656
1225	790	5654
1226	790	5653
1227	791	5651
1228	791	5649
1229	792	5648
1230	792	5647
1231	793	5645
1232	793	5645
1233	794	5646
1234	795	5644
1235	795	5643
1236	797	5647
1237	797	5646
1238	798	5646
1239	799	5645
1240	799	5645
1241	800	5645
1242	801	5644
1243	801	5643
1244	802	5643
1245	803	5645
1246	804	5650
1247	805	5649
1248	806	5648
1249	806	5647
1250	807	5646
1251	808	5645
1252	808	5644
1253	808	5641
1254	809	5640
1255	809	5638
1256	810	5636
1257	810	5635
1258	811	5633
1259	812	5632
1260	812	5632
1261	813	5631
1262	813	5630
1263	814	5629
1264	815	5628
1265	815	5628
1266	816	5629
1267	817	5627
1268	817	5625
1269	818	5624
1270	818	5623
1271	819	5621
1272	819	5619
1273	820	5617
1274	820	5616
1275	821	5615
1276	821	5614
1277	822	5612
1278	822	5610
1279	823	5610
1280	824	5608
1281	824	5608
1282	825	5608
1283	826	5607
1284	826	5605
1285	827	5603
1286	827	5602
1287	828	5601
1288	828	5600
1289	829	5599
1290	830	5600
1291	831	5601
1292	831	5600
1293	832	5599
1294	832	5598
1295	833	5598
1296	834	5598
1297	834	5597
1298	835	5595
1299	835	5593
1300	836	5592
1301	836	5590
1302	837	5588
1303	837	5586
1304	838	5585
1305	839	5585
1306	839	5583
1307	840	5582
1308	840	5580
1309	841	5579
1310	841	5579
1311	842	5578
1312	843	5577
1313	843	5576
1314	844	5575
1315	844	5575
1316	845	5575
1317	846	5573
1318	846	5572
1319	847	5570
1320	847	5569
1321	848	5569
1322	849	5569
1323	849	5569
1324	850	5567
1325	850	5566
1326	851	5566
1327	852	5564
1328	852	5562
1329	853	5561
1330	853	5559
1331	854	5557
1332	854	5556
1333	855	5554
1334	855	5553
1335	856	5553
1336	856	5551
1337	857	5550
1338	857	5549
1339	858	5549
1340	859	5549
1341	859	5547
1342	860	5546
1343	861	5546
1344	861	5545
1345	862	5544
1346	862	5543
1347	863	5542
1348	864	5542
1349	864	5541
1350	865	5540
1351	866	5540
1352	866	5539
1353	867	5537
1354	867	5535
1355	868	5534
1356	868	5532
1357	869	5531
1358	869	5530
1359	870	5528
1360	870	5528
1361	871	5526
1362	871	5525
1363	872	5524
1364	873	5523
1365	873	5522
1366	874	5520
1367	874	5518
1368	875	5517
1369	875	5516
1370	876	5514
1371	876	5513
1372	877	5513
1373	878	5514
1374	879	5514
1375	879	5513
1376	880	5513
1377	881	5514
1378	881	5513
1379	882	5512
1380	883	5512
1381	884	5513
1382	884	5513
1383	885	5512
1384	885	5510
1385	886	5509
1386	886	5507
1387	887	5506
1388	888	5505
1389	888	5504
1390	889	5502
1391	889	5501
1392	890	5499
1393	890	5498
1394	892	5502
1395	892	5502
1396	893	5501
1397	893	5500
1398	894	5499
1399	895	5497
1400	895	5496
1401	896	5495
1402	896	5493
1403	896	5491
1404	897	5489
1405	897	5488
1406	898	5486
1407	898	5484
1408	899	5483
1409	900	5483
1410	900	5483
1411	901	5482
1412	901	5480
1413	902	5479
1414	902	5477
1415	903	5476
1416	903	5474
1417	904	5472
1418	904	5472
1419	905	5471
1420	906	5470
1421	906	5469
1422	907	5467
1423	907	5466
1424	908	5464
1425	908	5463
1426	909	5461
1427	909	5461
1428	910	5461
1429	911	5460
1430	911	5460
1431	912	5459
1432	912	5458
1433	913	5457
1434	914	5456
1435	914	5455
1436	915	5453
1437	915	5451
1438	916	5451
1439	916	5450
1440	917	5449
1441	918	5448
1442	918	5447
1443	919	5446
1444	919	5444
1445	920	5443
1446	920	5442
1447	921	5440
1448	921	5439
1449	922	5438
1450	922	5437
1451	923	5435
1452	923	5435
1453	924	5434
1454	925	5434
1455	925	5433
1456	926	5433
1457	927	5432
1458	927	5432
1459	928	5431
1460	929	5429
1461	929	5428
1462	930	5427
1463	930	5426
1464	931	5426
1465	931	5425
1466	932	5424
1467	933	5423
1468	933	5422
1469	934	5421
1470	934	5420
1471	935	5419
1472	935	5417
1473	936	5416
1474	937	5415
1475	937	5414
1476	938	5413
1477	938	5412
1478	939	5412
1479	940	5411
1480	940	5410
1481	941	5410
1482	942	5410
1483	942	5409
1484	943	5408
1485	943	5406
1486	944	5405
1487	945	5405
1488	945	5405
1489	946	5404
1490	947	5404
1491	947	5403
1492	948	5402
1493	948	5400
1494	949	5399
1495	949	5398
1496	950	5396
1497	950	5395
1498	951	5393
1499	951	5392
1500	952	5391
1501	952	5390
1502	953	5389
1503	953	5387
1504	954	5387
1505	955	5386
1506	955	5386
1507	956	5385
1508	957	5385
1509	957	5385
1510	958	5385
1511	959	5385
1512	959	5384
1513	960	5383
1514	961	5383
1515	961	5383
1516	962	5382
1517	963	5382
1518	963	5381
1519	964	5380
1520	965	5379
1521	965	5378
1522	966	5377
1523	966	5376
1524	967	5375
1525	968	5375
1526	968	5375
1527	969	5374
1528	969	5373
1529	970	5372
1530	971	5372
1531	971	5371
1532	972	5370
1533	972	5368
1534	973	5367
1535	973	5365
1536	974	5364
1537	974	5362
1538	975	5361
1539	975	5359
1540	976	5357
1541	976	5356
1542	976	5354
1543	977	5353
1544	978	5352
1545	978	5350
1546	979	5349
1547	979	5348
1548	979	5346
1549	980	5345
1550	980	5343
1551	981	5342
1552	982	5341
1553	982	5340
1554	983	5339
1555	983	5338
1556	984	5338
1557	985	5337
1558	985	5336
1559	986	5335
1560	986	5334
1561	987	5332
1562	987	5331
1563	988	5330
1564	988	5328
1565	989	5327
1566	989	5326
1567	990	5325
1568	991	5325
1569	991	5325
1570	992	5325
1571	993	5324
1572	993	5324
1573	994	5324
1574	995	5324
1575	995	5323
1576	996	5322
1577	997	5321
1578	997	5320
1579	998	5319
1580	998	5319
1581	999	5317
1582	1000	5317
1583	1000	5316
1584	1001	5316
1585	1001	5315
1586	1002	5314
1587	1003	5314
1588	1003	5313
1589	1004	5314
1590	1005	5313
1591	1005	5312
1592	1006	5311
1593	1006	5310
1594	1007	5309
1595	1008	5309
1596	1009	5309
1597	1009	5307
1598	1010	5306
1599	1010	5305
1600	1010	5303
1601	1011	5302
1602	1012	5302
1603	1012	5300
1604	1013	5299
1605	1013	5299
1606	1014	5298
1607	1015	5297
1608	1015	5297
1609	1016	5295
1610	1016	5294
1611	1017	5293
1612	1017	5292
1613	1018	5292
1614	1019	5291
1615	1019	5290
1616	1020	5288
1617	1020	5287
1618	1021	5286
1619	1021	5285
1620	1022	5284
1621	1022	5282
1622	1023	5282
1623	1023	5281
1624	1024	5280
1625	1025	5280
1626	1025	5279
1627	1026	5278
1628	1027	5277
1629	1027	5277
1630	1028	5277
1631	1029	5277
1632	1029	5276
1633	1031	5280
1634	1031	5279
1635	1032	5278
1636	1032	5277
1637	1033	5275
1638	1033	5274
1639	1034	5273
1640	1035	5272
1641	1035	5270
1642	1036	5270
1643	1036	5270
1644	1037	5268
1645	1037	5267
1646	1038	5266
1647	1038	5264
1648	1039	5264
1649	1040	5263
1650	1040	5261
1651	1041	5261
1652	1041	5261
1653	1042	5259
1654	1042	5258
1655	1043	5257
1656	1044	5257
1657	1044	5256
1658	1045	5255
1659	1045	5254
1660	1046	5254
1661	1047	5253
1662	1047	5252
1663	1048	5251
1664	1048	5250
1665	1049	5249
1666	1049	5247
1667	1050	5246
1668	1050	5244
1669	1051	5243
1670	1051	5242
1671	1052	5241
1672	1052	5240
1673	1053	5239
1674	1054	5238
1675	1054	5237
1676	1055	5236
1677	1055	5234
1678	1056	5234
1679	1056	5233
1680	1057	5231
1681	1057	5230
1682	1058	5229
1683	1058	5228
1684	1059	5229
1685	1060	5227
1686	1060	5226
1687	1061	5225
1688	1061	5224
1689	1062	5222
1690	1062	5221
1691	1063	5220
1692	1063	5219
1693	1064	5219
1694	1064	5217
1695	1065	5216
1696	1065	5215
1697	1066	5214
1698	1066	5212
1699	1067	5211
1700	1067	5210
1701	1068	5208
1702	1068	5207
1703	1069	5206
1704	1069	5205
1705	1070	5204
1706	1071	5203
1707	1071	5202
1708	1072	5201
1709	1072	5200
1710	1073	5200
1711	1074	5199
1712	1074	5199
1713	1075	5198
1714	1075	5197
1715	1076	5196
1716	1076	5195
1717	1077	5194
1718	1078	5193
1719	1078	5192
1720	1079	5192
1721	1079	5191
1722	1080	5190
1723	1081	5190
1724	1081	5189
1725	1082	5188
1726	1082	5187
1727	1083	5187
1728	1084	5186
1729	1084	5185
1730	1085	5184
1731	1085	5183
1732	1086	5182
1733	1087	5182
1734	1087	5181
1735	1088	5180
1736	1089	5180
1737	1089	5179
1738	1090	5178
1739	1090	5177
1740	1091	5176
1741	1091	5174
1742	1092	5173
1743	1092	5172
1744	1093	5172
1745	1094	5173
1746	1095	5173
1747	1095	5173
1748	1096	5173
1749	1097	5171
1750	1097	5170
1751	1098	5169
1752	1098	5167
1753	1098	5166
1754	1099	5165
1755	1100	5164
1756	1100	5162
1757	1100	5161
1758	1101	5161
1759	1102	5160
1760	1103	5160
1761	1103	5159
1762	1104	5158
1763	1104	5156
1764	1105	5155
1765	1105	5154
1766	1106	5153
1767	1106	5152
1768	1107	5151
1769	1107	5150
1770	1108	5149
1771	1108	5147
1772	1109	5146
1773	1109	5144
1774	1110	5143
1775	1110	5143
1776	1111	5142
1777	1111	5141
1778	1112	5141
1779	1112	5139
1780	1113	5138
1781	1114	5138
1782	1114	5137
1783	1115	5135
1784	1115	5134
1785	1116	5133
1786	1116	5132
1787	1117	5131
1788	1117	5130
1789	1118	5128
1790	1118	5127
1791	1119	5126
1792	1119	5124
1793	1120	5123
1794	1120	5123
1795	1121	5122
1796	1121	5120
1797	1122	5120
1798	1123	5122
1799	1124	5121
1800	1125	5122
1801	1125	5120
1802	1126	5120
1803	1126	5119
1804	1127	5118
1805	1128	5118
1806	1128	5117
1807	1129	5116
1808	1129	5115
1809	1130	5114
1810	1130	5113
1811	1131	5113
1812	1132	5113
1813	1133	5114
1814	1134	5114
1815	1134	5113
1816	1135	5112
1817	1135	5112
1818	1136	5113
1819	1137	5112
1820	1138	5111
1821	1138	5110
1822	1139	5109
1823	1139	5108
1824	1140	5108
1825	1141	5108
1826	1141	5107
1827	1142	5107
1828	1143	5107
1829	1143	5107
1830	1144	5106
1831	1144	5104
1832	1145	5103
1833	1145	5102
1834	1146	5101
1835	1147	5100
1836	1147	5099
1837	1148	5098
1838	1148	5097
