iter	Passed	Remaining
222	1842	6420
223	1847	6401
224	1852	6380
225	1858	6363
226	1862	6343
227	1868	6326
228	1874	6310
229	1880	6295
230	1886	6281
231	1892	6265
232	1897	6246
233	1903	6230
234	1908	6213
235	1913	6194
236	1918	6176
237	1924	6161
238	1929	6143
239	1934	6127
240	1940	6111
241	1946	6097
242	1950	6077
243	1956	6063
244	1962	6046
245	1966	6026
246	1973	6017
247	1978	6000
248	1984	5985
249	1991	5973
250	1996	5958
251	2001	5941
252	2007	5928
253	2012	5909
254	2017	5895
255	2023	5880
256	2029	5867
257	2036	5857
258	2042	5844
259	2048	5830
260	2054	5817
261	2060	5802
262	2065	5788
263	2072	5778
264	2077	5761
265	2082	5747
266	2088	5734
267	2093	5718
268	2098	5703
269	2104	5689
270	2109	5674
271	2114	5660
272	2121	5648
273	2126	5634
274	2132	5621
275	2138	5610
276	2143	5595
277	2148	5580
278	2154	5567
279	2159	5552
280	2164	5538
281	2171	5530
282	2177	5516
283	2183	5504
284	2188	5490
285	2194	5478
286	2199	5463
287	2205	5451
288	2210	5437
289	2216	5425
290	2222	5414
291	2228	5402
292	2232	5387
293	2239	5377
294	2244	5364
295	2250	5353
296	2255	5338
297	2261	5326
298	2267	5316
299	2273	5304
300	2278	5291
301	2284	5279
302	2289	5266
303	2293	5251
304	2300	5241
305	2304	5227
306	2310	5215
307	2315	5201
308	2321	5190
309	2326	5177
310	2333	5170
311	2339	5158
312	2343	5144
313	2349	5132
314	2354	5119
315	2359	5106
316	2364	5094
317	2370	5084
318	2376	5073
319	2383	5065
320	2389	5054
321	2395	5043
322	2401	5032
323	2406	5020
324	2411	5009
325	2417	4998
326	2423	4986
327	2428	4974
328	2434	4964
329	2439	4953
330	2444	4941
331	2450	4931
332	2455	4918
333	2461	4908
334	2467	4897
335	2472	4885
336	2477	4873
337	2483	4863
338	2488	4852
339	2493	4841
340	2500	4831
341	2504	4818
342	2510	4807
343	2516	4798
344	2521	4787
345	2527	4776
346	2532	4766
347	2538	4755
348	2543	4743
349	2549	4734
350	2555	4724
351	2560	4714
352	2567	4705
353	2572	4693
354	2580	4689
355	2586	4678
356	2591	4666
357	2597	4657
358	2602	4647
359	2607	4636
360	2614	4627
361	2618	4615
362	2623	4604
363	2630	4596
364	2636	4586
365	2641	4575
366	2647	4565
367	2651	4554
368	2658	4545
369	2664	4537
370	2669	4525
371	2674	4514
372	2681	4508
373	2687	4498
374	2693	4489
375	2699	4480
376	2704	4468
377	2710	4460
378	2716	4450
379	2722	4441
380	2727	4431
381	2733	4422
382	2739	4412
383	2745	4404
384	2751	4394
385	2756	4383
386	2762	4375
387	2766	4364
388	2772	4354
389	2779	4347
390	2785	4338
391	2791	4329
392	2796	4318
393	2801	4308
394	2808	4301
395	2813	4292
396	2820	4284
397	2827	4276
398	2832	4266
399	2837	4256
400	2843	4247
401	2848	4237
402	2854	4228
403	2859	4218
404	2866	4210
405	2871	4200
406	2878	4193
407	2883	4183
408	2888	4173
409	2894	4164
410	2899	4155
411	2906	4147
412	2911	4137
413	2916	4127
414	2921	4118
415	2927	4110
416	2932	4100
417	2939	4092
418	2945	4083
419	2950	4074
420	2957	4067
421	2962	4057
422	2967	4047
423	2973	4039
424	2979	4031
425	2985	4023
426	2991	4013
427	2996	4004
428	3002	3995
429	3008	3988
430	3013	3978
431	3018	3969
432	3024	3960
433	3029	3951
434	3035	3943
435	3041	3933
436	3047	3926
437	3054	3918
438	3059	3909
439	3064	3900
440	3069	3890
441	3077	3884
442	3082	3875
443	3088	3868
444	3094	3859
445	3098	3848
446	3103	3839
447	3109	3831
448	3114	3821
449	3121	3814
450	3126	3806
451	3132	3797
452	3138	3789
453	3144	3781
454	3149	3772
455	3156	3765
456	3160	3755
457	3166	3747
458	3176	3743
459	3184	3738
460	3191	3731
461	3197	3723
462	3204	3716
463	3209	3707
464	3215	3699
465	3222	3692
466	3227	3683
467	3232	3674
468	3237	3665
469	3243	3657
470	3248	3648
471	3254	3640
472	3259	3631
473	3265	3623
474	3272	3616
475	3277	3607
476	3282	3599
477	3288	3591
478	3294	3583
479	3301	3576
480	3306	3567
481	3311	3559
482	3317	3551
483	3323	3543
484	3328	3534
485	3334	3526
486	3340	3518
487	3345	3509
488	3351	3502
489	3357	3494
490	3361	3485
491	3369	3479
492	3375	3471
493	3380	3462
494	3386	3454
495	3390	3445
496	3397	3438
497	3404	3431
498	3409	3422
499	3414	3414
500	3421	3407
501	3426	3399
502	3433	3392
503	3438	3384
504	3444	3376
505	3452	3370
506	3459	3363
507	3466	3356
508	3473	3350
509	3481	3344
510	3487	3337
511	3495	3331
512	3502	3324
513	3507	3316
514	3515	3310
515	3521	3303
516	3528	3296
517	3536	3290
518	3543	3284
519	3551	3278
520	3557	3270
521	3565	3264
522	3577	3262
523	3585	3257
524	3596	3253
525	3605	3249
526	3612	3242
527	3622	3237
528	3633	3234
529	3643	3230
530	3651	3224
531	3657	3217
532	3665	3211
533	3671	3203
534	3677	3196
535	3684	3189
536	3689	3181
537	3695	3173
538	3700	3165
539	3707	3158
540	3713	3150
541	3725	3147
542	3738	3146
543	3751	3144
544	3758	3137
545	3768	3133
546	3774	3126
547	3782	3120
548	3789	3113
549	3797	3107
550	3804	3100
551	3812	3094
552	3820	3087
553	3825	3079
554	3832	3073
555	3837	3064
556	3844	3057
557	3851	3050
558	3856	3042
559	3864	3036
560	3870	3028
561	3878	3022
562	3884	3014
563	3890	3007
564	3898	3001
565	3904	2993
566	3911	2987
567	3917	2979
568	3923	2971
569	3930	2965
570	3936	2957
571	3943	2950
572	3950	2943
573	3955	2935
574	3964	2930
575	3973	2925
576	3981	2918
577	3986	2910
578	3993	2903
579	3999	2896
580	4004	2888
581	4013	2882
582	4020	2875
583	4026	2868
584	4032	2860
585	4038	2853
586	4045	2846
587	4051	2838
588	4058	2832
589	4065	2824
590	4070	2816
591	4078	2810
592	4083	2803
593	4090	2796
594	4100	2790
595	4110	2786
596	4116	2778
597	4122	2771
598	4129	2764
599	4134	2756
600	4141	2749
601	4148	2742
602	4155	2735
603	4161	2728
604	4169	2722
605	4177	2715
606	4183	2708
607	4188	2700
608	4195	2693
609	4201	2685
610	4207	2678
611	4213	2671
612	4218	2663
613	4224	2656
614	4231	2648
615	4236	2640
616	4243	2634
617	4248	2626
618	4254	2618
619	4261	2611
620	4266	2603
621	4275	2598
622	4280	2590
623	4286	2582
624	4293	2575
625	4299	2568
626	4306	2561
627	4312	2554
628	4318	2547
629	4324	2539
630	4330	2532
631	4337	2525
632	4343	2518
633	4349	2511
634	4357	2504
635	4362	2497
636	4370	2490
637	4377	2483
638	4382	2475
639	4389	2469
640	4395	2461
641	4401	2454
642	4411	2449
643	4417	2441
644	4424	2435
645	4430	2427
646	4436	2420
647	4442	2413
648	4447	2405
649	4455	2398
650	4460	2391
651	4464	2383
652	4473	2377
653	4478	2369
654	4485	2362
655	4491	2355
656	4497	2347
657	4504	2341
658	4510	2333
659	4518	2327
660	4525	2320
661	4531	2313
662	4539	2307
663	4544	2299
664	4550	2292
665	4557	2285
666	4563	2278
667	4571	2271
668	4579	2265
669	4586	2259
670	4592	2251
671	4598	2244
672	4605	2237
673	4611	2230
674	4618	2223
675	4625	2216
676	4636	2212
677	4644	2205
678	4655	2201
679	4664	2194
680	4677	2190
681	4687	2185
682	4696	2179
683	4704	2173
684	4712	2167
685	4720	2160
686	4729	2154
687	4738	2148
688	4745	2141
689	4751	2134
690	4760	2128
691	4769	2122
692	4773	2114
693	4783	2108
694	4788	2101
695	4794	2094
696	4802	2087
697	4810	2081
698	4818	2075
699	4824	2067
700	4830	2060
701	4836	2053
702	4841	2045
703	4849	2039
704	4855	2031
705	4860	2023
706	4869	2017
707	4873	2010
708	4880	2003
709	4888	1996
710	4894	1989
711	4901	1982
712	4906	1974
713	4912	1967
714	4919	1961
715	4925	1953
716	4933	1947
717	4939	1939
718	4945	1932
719	4952	1925
720	4958	1918
721	4966	1912
722	4972	1904
723	4977	1897
724	4985	1891
725	4990	1883
726	4997	1876
727	5003	1869
728	5008	1861
729	5015	1854
730	5021	1848
731	5028	1841
732	5034	1833
733	5041	1826
734	5048	1820
735	5057	1814
736	5066	1807
737	5071	1800
738	5078	1793
739	5084	1786
740	5090	1779
741	5098	1772
742	5102	1764
743	5108	1757
744	5115	1751
745	5121	1743
746	5128	1736
747	5134	1729
748	5140	1722
749	5146	1715
750	5153	1708
751	5158	1701
752	5167	1695
753	5173	1687
754	5180	1680
755	5185	1673
756	5193	1667
757	5199	1659
758	5204	1652
759	5211	1645
760	5217	1638
761	5223	1631
762	5229	1624
763	5235	1617
764	5242	1610
765	5247	1602
766	5252	1595
767	5260	1589
768	5265	1581
769	5270	1574
770	5277	1567
771	5282	1560
772	5287	1552
773	5295	1546
774	5300	1538
775	5305	1531
776	5311	1524
777	5316	1516
778	5321	1509
779	5328	1503
780	5334	1495
781	5341	1488
782	5346	1481
783	5352	1474
784	5359	1467
785	5364	1460
786	5369	1453
787	5376	1446
788	5381	1439
789	5387	1432
790	5393	1425
791	5398	1417
792	5405	1410
793	5411	1404
794	5417	1396
795	5423	1389
796	5428	1382
797	5432	1375
798	5439	1368
799	5443	1360
800	5448	1353
801	5456	1346
802	5461	1339
803	5467	1332
804	5473	1325
805	5478	1318
806	5484	1311
807	5491	1304
808	5496	1297
809	5502	1290
810	5508	1283
811	5513	1276
812	5519	1269
813	5524	1262
814	5530	1255
815	5536	1248
816	5543	1241
817	5548	1234
818	5556	1228
819	5561	1220
820	5568	1214
821	5574	1207
822	5579	1200
823	5585	1193
824	5592	1186
825	5597	1179
826	5604	1172
827	5609	1165
828	5613	1157
829	5620	1151
830	5626	1144
831	5633	1137
832	5640	1130
833	5644	1123
834	5650	1116
835	5657	1109
836	5662	1102
837	5669	1095
838	5674	1088
839	5680	1081
840	5686	1075
841	5692	1068
842	5697	1061
843	5705	1054
844	5711	1047
845	5716	1040
846	5722	1033
847	5728	1026
848	5734	1019
849	5739	1012
850	5746	1006
851	5754	999
852	5760	992
853	5764	985
854	5771	978
855	5776	971
856	5781	964
857	5787	957
858	5792	950
859	5797	943
860	5805	937
861	5811	930
862	5817	923
863	5823	916
864	5829	909
865	5835	902
866	5840	895
867	5846	889
868	5853	882
869	5858	875
870	5864	868
871	5871	861
872	5876	854
873	5882	848
874	5888	841
875	5893	834
876	5900	827
877	5904	820
878	5909	813
879	5916	806
880	5922	799
881	5928	793
882	5935	786
883	5941	779
884	5947	772
885	5954	766
886	5959	759
887	5966	752
888	5972	745
889	5982	739
890	5992	733
891	6001	726
892	6006	719
893	6012	712
894	6019	706
895	6025	699
896	6031	692
897	6038	685
898	6043	679
899	6050	672
900	6055	665
901	6062	658
902	6069	651
903	6075	645
904	6082	638
905	6087	631
906	6092	624
907	6100	618
908	6107	611
909	6115	604
910	6120	597
911	6128	591
912	6134	584
913	6140	577
914	6146	571
915	6152	564
916	6157	557
917	6165	550
918	6170	543
919	6177	537
920	6183	530
921	6190	523
922	6196	516
923	6200	510
924	6205	503
925	6212	496
926	6218	489
927	6223	482
928	6229	476
929	6235	469
930	6240	462
931	6246	455
932	6251	448
933	6259	442
934	6265	435
935	6270	428
936	6278	422
937	6285	415
938	6290	408
939	6296	401
940	6302	395
941	6307	388
942	6314	381
943	6319	374
944	6326	368
945	6332	361
946	6337	354
947	6344	348
948	6350	341
949	6356	334
950	6364	327
951	6369	321
952	6375	314
953	6381	307
954	6386	300
955	6393	294
956	6398	287
957	6403	280
958	6410	274
959	6415	267
960	6423	260
961	6430	254
962	6435	247
963	6442	240
964	6448	233
965	6454	227
966	6460	220
967	6465	213
968	6471	207
969	6477	200
970	6482	193
971	6489	186
972	6494	180
973	6501	173
974	6507	166
975	6513	160
976	6520	153
977	6526	146
978	6531	140
979	6537	133
980	6543	126
981	6549	120
982	6555	113
983	6560	106
984	6566	99
985	6571	93
986	6577	86
987	6583	79
988	6589	73
989	6593	66
990	6598	59
991	6604	53
992	6608	46
993	6615	39
994	6625	33
995	6639	26
996	6651	20
997	6672	13
998	6680	6
999	6688	0
